Antibody,Description of immunogen,"Source, host species, catalog no., RRID",Dilution
PSA-NCAM,"Initiates at 2–8 linked neuraminic acid (PSA). In vertebrates, PSA links to NCAM.","Developmental Studies Hybridoma Bank (DSHB), Mouse, Monoclonal, Cat# 5A5, AB_2314873",1:10
