Strain,Ground,Flight
Sample Size,Diameter (µm),Length (µm),f95(µN),Sample Size,Diameter (µm),Length (µm),f95(µN)
wt,30,46.97 ± 1.92,1077 ± 60,22.34 ± 5.67,30,44.35 ± 1.88,1062 ± 42,18.62 ± 4.05
dys-1,25,48.24 ± 1.87,1110 ± 43,21.38 ± 5.39,29,44.41 ± 2.29,1080 ± 45,14.23 ± 3.87
